sluzba,poskytovatel_id,ulice,cislo,cast,obec,psc,kraj,lat,lon
7205,864,Tyršova,350,Česká Kamenice,Česká Kamenice,40721,Ústecký kraj,50.8001475,14.4119825
7187,680,2. polské armády,1094/27,Rumburk 1,Rumburk,40801,Ústecký kraj,50.9578602,14.5554399
7184,399,None,71,Dolní Falknov,Kytlice,40745,Ústecký kraj,50.815711,14.5330443
7139,2565,Na dolinách,23/15,Podolí,Praha,14700,Hlavní město Praha,50.0576012,14.4257159
7134,2563,Husitská,1683/2,Most,Most,43401,Ústecký kraj,50.5151755,13.6337908
7133,1913,Svatopluka Čecha,1541,Žatec,Žatec,43801,Ústecký kraj,50.3208044,13.5403026
7131,961,None,11,Slatina,Slatina,41002,Ústecký kraj,50.4307114,14.0352046
7129,560,Na Výšině,494,Dubí,Dubí,41701,Ústecký kraj,50.6774965,13.7859498
7128,205,Petra Jilemnického,2457/1,Most,Most,43401,Ústecký kraj,50.5051147,13.6349047
7113,2557,Štefánikova,261/6,Klíše,Ústí nad Labem,40001,Ústecký kraj,50.6732632,14.0155781
7110,2506,Ruská,292/2a,Pozorka,Dubí,41703,Ústecký kraj,50.6536388,13.8105564
7105,1624,Čajkovského,1908/82,Ústí nad Labem-centrum,Ústí nad Labem,40001,Ústecký kraj,50.6401921,14.0442611
7103,228,Lomená,47/2,Most,Most,43401,Ústecký kraj,50.5103141,13.6284795
7057,2543,None,302,Dolní Chřibská,Chřibská,40744,Ústecký kraj,50.8586713,14.4405038
7056,2543,None,302,Dolní Chřibská,Chřibská,40744,Ústecký kraj,50.8586713,14.4405038
7027,448,Mírové nám.,163,Štětí,Štětí,41108,Ústecký kraj,50.4539625,14.3728533
6966,205,Petra Jilemnického,2457/1,Most,Most,43401,Ústecký kraj,50.5051147,13.6349047
6955,2512,Škroupova,302/17,Děčín II-Nové Město,Děčín,40502,Ústecký kraj,50.7792291,14.2322739
6945,2506,Ruská,292/2a,Pozorka,Dubí,41703,Ústecký kraj,50.6536388,13.8105564
6944,2506,Ruská,292/2a,Pozorka,Dubí,41703,Ústecký kraj,50.6536388,13.8105564
6943,2506,Ruská,292/2a,Pozorka,Dubí,41703,Ústecký kraj,50.6536388,13.8105564
6942,2506,Ruská,292/2a,Pozorka,Dubí,41703,Ústecký kraj,50.6536388,13.8105564
6928,605,Dlouhá,362/75,Lovosice,Lovosice,41002,Ústecký kraj,50.5205123,14.0453183
6925,142,Písečná,5030,Chomutov,Chomutov,43004,Ústecký kraj,50.4869592,13.4410344
6924,1409,K Brance,11/19e,Stodůlky,Praha,15500,Hlavní město Praha,50.0481757,14.3111295
6923,1409,K Brance,11/19e,Stodůlky,Praha,15500,Hlavní město Praha,50.0481757,14.3111295
6920,701,Štefánikova,246/1,Klíše,Ústí nad Labem,40001,Ústecký kraj,50.6732608,14.016086
6885,2043,Revoluční,22/20,Chomutov,Chomutov,43001,Ústecký kraj,50.460821,13.4201395
6884,71,Nám. E. Beneše,470,Varnsdorf,Varnsdorf,40747,Ústecký kraj,50.9120975,14.6197564
6882,1748,CHYBA: 'NoneType' object is not subscriptable,,,,,,,
6868,2486,Lázeňská,21/3,Dubí,Dubí,41701,Ústecký kraj,50.6860306,13.7837063
6806,2472,nám. Svobody,700,Proboštov,Proboštov,41712,Ústecký kraj,50.6672543,13.8357527
6801,992,nám. ČSA,84,Terezín,Terezín,41155,Ústecký kraj,50.5100522,14.1490431
6785,864,Tyršova,350,Česká Kamenice,Česká Kamenice,40721,Ústecký kraj,50.8001475,14.4119825
6772,2467,Náměstí Míru,219,Česká Kamenice,Česká Kamenice,40721,Ústecký kraj,50.7994313,14.4167372
6770,2466,None,26,Církvice,Ústí nad Labem,40302,Ústecký kraj,50.5898845,14.0377082
6768,2371,Žernosecká,2280,Předměstí,Litoměřice,41201,Ústecký kraj,50.5323329,14.1131508
6761,895,Františka Malíka,956/16a,Most,Most,43401,Ústecký kraj,50.4937747,13.6599037
6760,895,Františka Malíka,956/16a,Most,Most,43401,Ústecký kraj,50.4937747,13.6599037
6587,229,Šrámkova,3305/38a,Severní Terasa,Ústí nad Labem,40011,Ústecký kraj,50.6757897,14.0596102
6585,1764,None,5,Patokryje,Patokryje,43401,Ústecký kraj,50.5024682,13.7080234
6575,2039,CHYBA: 'NoneType' object is not subscriptable,,,,,,,
6574,2351,None,168,Klučov,Klučov,28201,Středočeský kraj,50.0931698,14.9133455
6573,2351,None,168,Klučov,Klučov,28201,Středočeský kraj,50.0931698,14.9133455
6572,778,Husova,1325,Kadaň,Kadaň,43201,Ústecký kraj,50.3899214,13.2696234
6532,1409,K Brance,11/19e,Stodůlky,Praha,15500,Hlavní město Praha,50.0481757,14.3111295
6522,716,K Chatám,22,Skorotice,Ústí nad Labem,40340,Ústecký kraj,50.6910115,14.0044033
6518,282,Nádražní,933,Podbořany,Podbořany,44101,Ústecký kraj,50.2244854,13.4068903
6486,2407,Pobřežní,665/21,Karlín,Praha,18600,Hlavní město Praha,50.0933918,14.4439287
6424,864,Tyršova,350,Česká Kamenice,Česká Kamenice,40721,Ústecký kraj,50.8001475,14.4119825
6380,1528,Rybná,716/24,Staré Město,Praha,11000,Hlavní město Praha,50.090242,14.4260262
6371,1409,K Brance,11/19e,Stodůlky,Praha,15500,Hlavní město Praha,50.0481757,14.3111295
6370,1409,K Brance,11/19e,Stodůlky,Praha,15500,Hlavní město Praha,50.0481757,14.3111295
6361,1460,Čajkovského,1640/8,Žižkov,Praha,13000,Hlavní město Praha,50.0814318,14.4527932
6359,1836,Mírová,111,Obrnice,Obrnice,43521,Ústecký kraj,50.5051318,13.6945284
6356,1631,Mírové náměstí,120,Kadaň,Kadaň,43201,Ústecký kraj,50.3755757,13.270626
6352,895,Františka Malíka,956/16a,Most,Most,43401,Ústecký kraj,50.4937747,13.6599037
6345,2371,Žernosecká,2280,Předměstí,Litoměřice,41201,Ústecký kraj,50.5323329,14.1131508
6316,1837,Antonína Dvořáka,2430/18,Most,Most,43401,Ústecký kraj,50.5106254,13.639584
6307,1764,None,5,Patokryje,Patokryje,43401,Ústecký kraj,50.5024682,13.7080234
6303,2364,Táboritů,2180/8,Most,Most,43401,Ústecký kraj,50.5106022,13.6374303
6266,2351,None,168,Klučov,Klučov,28201,Středočeský kraj,50.0931698,14.9133455
6264,1764,None,5,Patokryje,Patokryje,43401,Ústecký kraj,50.5024682,13.7080234
